Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2016,2016,2016,0,0,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,230930098259,,,0
H4,2016,2016,2016,0,0,2,Export,490,"Other Asia, nes",,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,280478676099,,,0
H4,2016,2016,2016,0,0,1,Import,490,"Other Asia, nes",,4,Afghanistan,AFG,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,42500,,,0
H4,2016,2016,2016,0,0,2,Export,490,"Other Asia, nes",,4,Afghanistan,AFG,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1008983,,,0
H4,2016,2016,2016,0,0,1,Import,490,"Other Asia, nes",,8,Albania,ALB,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1491801,,,0
H4,2016,2016,2016,0,0,2,Export,490,"Other Asia, nes",,8,Albania,ALB,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,10448999,,,0
H4,2016,2016,2016,0,0,1,Import,490,"Other Asia, nes",,10,Antarctica,ATA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,528,,,0
H4,2016,2016,2016,0,0,2,Export,490,"Other Asia, nes",,10,Antarctica,ATA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,607469,,,0
H4,2016,2016,2016,0,0,1,Import,490,"Other Asia, nes",,12,Algeria,DZA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,162096523,,,0
H4,2016,2016,2016,0,0,2,Export,490,"Other Asia, nes",,12,Algeria,DZA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,81822634,,,0
H4,2016,2016,2016,0,0,1,Import,490,"Other Asia, nes",,16,American Samoa,ASM,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2017660,,,0
H4,2016,2016,2016,0,0,2,Export,490,"Other Asia, nes",,16,American Samoa,ASM,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,17397336,,,0
H4,2016,2016,2016,0,0,1,Import,490,"Other Asia, nes",,20,Andorra,AND,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,96703,,,0
H4,2016,2016,2016,0,0,2,Export,490,"Other Asia, nes",,20,Andorra,AND,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,225760,,,0
H4,2016,2016,2016,0,0,1,Import,490,"Other Asia, nes",,24,Angola,AGO,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1312764415,,,0
H4,2016,2016,2016,0,0,2,Export,490,"Other Asia, nes",,24,Angola,AGO,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,8759819,,,0
H4,2016,2016,2016,0,0,1,Import,490,"Other Asia, nes",,28,Antigua and Barbuda,ATG,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,186917,,,0
H4,2016,2016,2016,0,0,2,Export,490,"Other Asia, nes",,28,Antigua and Barbuda,ATG,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,209681,,,0
